Index;metier;sexe;enfant_conduite_accompagne;tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Tranche_age;Tranche_tarif_devis
984;"responsable de laboratoire de recherche";"M";False;"100k +";"Commercial";"Pickup";0;16;"Highly Urban/ Urban";2022-05-16 07:44:37,000;"complet";"dev_express";"60 - 80";"200 - 299"
985;"esthéticien-cosméticien";"M";False;"40k - 60k";"Private";"z_SUV";0;11;"Highly Urban/ Urban";2022-02-15 05:03:41,000;"complet";"dev_express";"";"200 - 299"
991;"administrateur de mission humanitaire";"F";False;"0 - 20 k";"Private";"Minivan";0;4;"Highly Urban/ Urban";2022-03-12 18:17:11,000;"complet";"dev_express";"18 - 25";"200 - 299"
992;"rédacteur en chef";"M";False;"0 - 20 k";"Private";"z_SUV";0;1;"z_Highly Rural/ Rural";2022-05-25 17:39:07,000;"complet";"dev_express";"40 - 60";"200 - 299"
994;"ingénieur technico-commercial technico-commerciale en électronique";"M";True;"40k - 60k";"Commercial";"Panel Truck";0;12;"Highly Urban/ Urban";2022-02-09 03:38:53,000;"complet";"dev_express";"40 - 60";"200 - 299"
999;"manipulateur en électroradiologie médicale";"M";False;"20k - 40k";"Commercial";"Pickup";0;1;"z_Highly Rural/ Rural";2022-03-30 05:03:04,000;"complet";"dev_express";"";"200 - 299"
1000;"mixeur son";"M";False;"100k +";"Private";"Minivan";0;1;"Highly Urban/ Urban";2022-05-18 15:04:53,000;"complet";"dev_express";"60 - 80";"200 - 299"
1002;"éducateur spécialisé spécialisée";"M";False;"100k +";"Private";"Minivan";0;18;"z_Highly Rural/ Rural";2022-03-04 08:26:14,000;"complet";"dev_express";"80";"200 - 299"
1019;"chef de fabrication des industries graphiques";"M";False;"60k - 80k";"Private";"Sports Car";0;0;"Highly Urban/ Urban";2022-04-02 01:41:56,000;"complet";"dev_express";"40 - 60";"200 - 299"
1031;"technicien en automatismes";"M";False;"0 - 20 k";"Private";"Sports Car";0;1;"z_Highly Rural/ Rural";2022-02-11 19:49:11,000;"complet";"dev_express";"25 - 40";"200 - 299"
1035;"metteur en scène";"M";False;"80k - 100k";"Private";"Minivan";0;6;"Highly Urban/ Urban";2022-04-22 07:51:36,000;"complet";"dev_express";"60 - 80";"200 - 299"
1049;"critique d'art";"M";False;"0 - 20 k";"Private";"z_SUV";0;1;"z_Highly Rural/ Rural";2022-04-20 21:31:48,000;"complet";"dev_express";"25 - 40";"200 - 299"
1055;"technicien de forge";"F";True;"100k +";"Commercial";"Pickup";0;1;"z_Highly Rural/ Rural";2022-03-06 06:46:49,000;"complet";"dev_express";"40 - 60";"200 - 299"
1056;"ingénieur papetier papetière";"F";True;"40k - 60k";"Commercial";"Van";0;1;"Highly Urban/ Urban";2022-04-15 19:54:12,000;"complet";"dev_express";"40 - 60";"200 - 299"
1060;"agent de sécurité";"F";True;"20k - 40k";"Private";"Van";0;0;"Highly Urban/ Urban";2022-02-28 04:43:34,000;"complet";"dev_express";"60 - 80";"200 - 299"
1061;"chef de projet informatique";"F";True;"20k - 40k";"Private";"Pickup";0;7;"Highly Urban/ Urban";2022-02-17 12:07:25,000;"complet";"dev_express";"40 - 60";"200 - 299"
1063;"greffier";"F";False;"20k - 40k";"Commercial";"Panel Truck";0;1;"Highly Urban/ Urban";2022-04-29 13:22:49,000;"complet";"dev_express";"40 - 60";"200 - 299"
1068;"chargé de recherche en acoustique musicale";"M";False;"40k - 60k";"Private";"z_SUV";0;18;"Highly Urban/ Urban";2022-02-25 19:38:23,000;"complet";"dev_express";"";"200 - 299"
1088;"formateur en informatique";"M";False;"100k +";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-04-16 13:39:53,000;"complet";"dev_express";"";"200 - 299"
1095;"ingénieur en automatismes";"M";False;"40k - 60k";"Private";"Sports Car";0;21;"Highly Urban/ Urban";2022-02-24 13:26:06,000;"complet";"dev_express";"25 - 40";"200 - 299"
1102;"ingénieur radioprotection";"M";False;"40k - 60k";"Private";"Minivan";0;9;"Highly Urban/ Urban";2022-02-16 23:56:09,000;"complet";"dev_express";"60 - 80";"200 - 299"
1108;"conservateur territorial de bibliothèques";"F";False;"60k - 80k";"Commercial";"Pickup";0;11;"z_Highly Rural/ Rural";2022-03-20 04:45:11,000;"complet";"dev_express";"";"200 - 299"
1110;"chef de produit marketing";"M";False;"0 - 20 k";"Commercial";"Minivan";0;11;"z_Highly Rural/ Rural";2022-03-15 13:46:20,000;"complet";"dev_express";"";"200 - 299"
1115;"accompagnateur de voyages";"F";False;"20k - 40k";"Private";"Minivan";0;1;"Highly Urban/ Urban";2022-04-04 05:24:47,000;"complet";"dev_express";"25 - 40";"200 - 299"
1121;"auditeur externe";"F";False;"20k - 40k";"Private";"z_SUV";0;10;"Highly Urban/ Urban";2022-03-02 22:19:18,000;"complet";"dev_express";"40 - 60";"200 - 299"
1130;"ingénieur fluides, énergies, réseaux, environnement";"F";False;"20k - 40k";"Private";"z_SUV";0;6;"z_Highly Rural/ Rural";2022-01-25 07:45:23,000;"complet";"dev_express";"60 - 80";"200 - 299"
98;"conseiller agricole";"F";True;"40k - 60k";"Private";"Minivan";0;6;"Highly Urban/ Urban";2022-04-17 15:27:11,000;"complet";"dev_integral";"25 - 40";"200 - 299"
135;"oenologue";"F";True;"40k - 60k";"Private";"z_SUV";0;9;"Highly Urban/ Urban";2022-04-08 14:50:30,000;"complet";"dev_integral";"";"200 - 299"
161;"rudologue";"M";True;"80k - 100k";"Private";"Sports Car";0;8;"Highly Urban/ Urban";2022-05-21 22:35:53,000;"complet";"dev_integral";"60 - 80";"200 - 299"
391;"ingénieur intégration satellite";"F";True;"100k +";"Private";"z_SUV";0;12;"Highly Urban/ Urban";2022-04-11 10:47:39,000;"complet";"dev_integral";"40 - 60";"200 - 299"
400;"traducteur technique";"M";True;"80k - 100k";"Commercial";"Minivan";0;9;"z_Highly Rural/ Rural";2022-04-17 21:45:58,000;"complet";"dev_integral";"60 - 80";"200 - 299"
463;"avocat";"M";True;"0 - 20 k";"Commercial";"Pickup";0;5;"z_Highly Rural/ Rural";2022-05-18 10:53:06,000;"complet";"dev_integral";"60 - 80";"200 - 299"
837;"juriste en droit social";"F";True;"100k +";"Commercial";"Pickup";0;7;"z_Highly Rural/ Rural";2022-03-28 12:11:58,000;"complet";"dev_integral";"18 - 25";"200 - 299"
896;"élagueur";"F";True;"40k - 60k";"Commercial";"Minivan";0;10;"Highly Urban/ Urban";2022-04-11 11:41:45,000;"complet";"dev_integral";"";"200 - 299"
913;"juriste droit de l'environnement";"M";True;"60k - 80k";"Private";"z_SUV";0;6;"Highly Urban/ Urban";2022-02-25 05:46:01,000;"complet";"dev_integral";"80";"200 - 299"
1123;"chargé de référencement web";"M";True;"0 - 20 k";"Private";"Sports Car";0;12;"z_Highly Rural/ Rural";2022-02-27 08:10:14,000;"complet";"dev_integral";"60 - 80";"200 - 299"
1126;"auteur-compositeur interprète interprète";"F";True;"80k - 100k";"Commercial";"Panel Truck";0;0;"z_Highly Rural/ Rural";2022-05-19 09:28:12,000;"complet";"dev_integral";"80";"200 - 299"
20;"charpentier métallique";"F";False;"40k - 60k";"Private";"z_SUV";0;10;"Highly Urban/ Urban";2022-04-25 14:43:44,000;"complet";"dev_integral";"80";"200 - 299"
27;"architecte réseaux";"F";False;"40k - 60k";"Private";"Sports Car";0;1;"z_Highly Rural/ Rural";2022-03-22 13:32:35,000;"complet";"dev_integral";"18 - 25";"200 - 299"
39;"responsable du back office";"F";False;"100k +";"Private";"Minivan";0;15;"Highly Urban/ Urban";2022-05-26 21:39:06,000;"complet";"dev_integral";"40 - 60";"200 - 299"
49;"responsable du back office";"M";False;"80k - 100k";"Commercial";"Van";0;7;"Highly Urban/ Urban";2022-03-21 00:37:40,000;"complet";"dev_integral";"60 - 80";"200 - 299"
61;"agent de propreté urbaine";"F";False;"80k - 100k";"Private";"Minivan";0;16;"Highly Urban/ Urban";2022-03-23 15:45:03,000;"complet";"dev_integral";"60 - 80";"200 - 299"
63;"guide-conférencier";"F";False;"60k - 80k";"Commercial";"Van";0;5;"Highly Urban/ Urban";2022-05-24 02:44:42,000;"complet";"dev_integral";"60 - 80";"200 - 299"
65;"assistant maternel maternelle";"F";False;"0 - 20 k";"Private";"z_SUV";0;6;"Highly Urban/ Urban";2022-04-22 08:38:06,000;"complet";"dev_integral";"";"200 - 299"
90;"hydrogéologue";"M";False;"40k - 60k";"Private";"Sports Car";0;2;"z_Highly Rural/ Rural";2022-01-11 16:57:31,000;"complet";"dev_integral";"40 - 60";"200 - 299"
106;"employé d'élevage";"M";False;"0 - 20 k";"Commercial";"Panel Truck";0;14;"Highly Urban/ Urban";2022-03-25 12:49:02,000;"complet";"dev_integral";"18 - 25";"200 - 299"
111;"chef de projet éolien";"M";False;"60k - 80k";"Commercial";"z_SUV";0;9;"Highly Urban/ Urban";2022-01-20 00:10:54,000;"complet";"dev_integral";"40 - 60";"200 - 299"
126;"ingénieur du son";"M";False;"80k - 100k";"Private";"Minivan";0;8;"Highly Urban/ Urban";2022-04-02 23:05:22,000;"complet";"dev_integral";"25 - 40";"200 - 299"
142;"formulateur";"F";False;"100k +";"Private";"Minivan";0;9;"Highly Urban/ Urban";2022-02-18 17:27:16,000;"complet";"dev_integral";"40 - 60";"200 - 299"
149;"tonnelier";"F";False;"80k - 100k";"Private";"z_SUV";0;19;"Highly Urban/ Urban";2022-03-03 11:37:05,000;"complet";"dev_integral";"60 - 80";"200 - 299"
155;"anatomiste";"F";False;"20k - 40k";"Commercial";"Pickup";0;9;"z_Highly Rural/ Rural";2022-02-22 18:20:24,000;"complet";"dev_integral";"60 - 80";"200 - 299"
167;"technicien réalisateur réalisatrice radio";"F";False;"60k - 80k";"Private";"Sports Car";0;17;"Highly Urban/ Urban";2022-05-31 15:46:19,000;"complet";"dev_integral";"80";"200 - 299"
168;"webmestre";"F";False;"40k - 60k";"Commercial";"Pickup";0;4;"Highly Urban/ Urban";2022-05-16 17:40:14,000;"complet";"dev_integral";"18 - 25";"200 - 299"
179;"artiste de cirque";"M";False;"0 - 20 k";"Private";"z_SUV";0;1;"z_Highly Rural/ Rural";2022-01-14 11:21:21,000;"complet";"dev_integral";"60 - 80";"200 - 299"
236;"ingénieur brevets";"M";False;"40k - 60k";"Private";"Pickup";0;16;"Highly Urban/ Urban";2022-03-22 21:40:20,000;"complet";"dev_integral";"60 - 80";"200 - 299"
238;"canalisateur";"F";False;"100k +";"Private";"z_SUV";0;15;"Highly Urban/ Urban";2022-03-09 15:11:04,000;"complet";"dev_integral";"60 - 80";"200 - 299"
263;"technicien électrotechnicien électrotechnicienne";"M";False;"100k +";"Commercial";"Pickup";0;17;"Highly Urban/ Urban";2022-03-20 21:08:51,000;"complet";"dev_integral";"";"200 - 299"
301;"conseiller d'élevage";"M";False;"20k - 40k";"Commercial";"Sports Car";0;1;"z_Highly Rural/ Rural";2022-05-10 09:58:34,000;"complet";"dev_integral";"40 - 60";"200 - 299"
302;"juriste droit de l'environnement";"F";False;"80k - 100k";"Private";"Pickup";0;10;"z_Highly Rural/ Rural";2022-04-11 21:52:04,000;"complet";"dev_integral";"";"200 - 299"
318;"ingénieur textile";"F";False;"20k - 40k";"Commercial";"Panel Truck";0;7;"Highly Urban/ Urban";2022-03-24 18:04:55,000;"complet";"dev_integral";"";"200 - 299"
334;"responsable de scierie";"M";False;"20k - 40k";"Commercial";"Van";0;7;"z_Highly Rural/ Rural";2022-04-09 20:12:42,000;"complet";"dev_integral";"40 - 60";"200 - 299"
337;"responsable achats en chimie";"M";False;"40k - 60k";"Private";"Sports Car";0;15;"Highly Urban/ Urban";2022-02-02 02:18:25,000;"complet";"dev_integral";"";"200 - 299"
339;"consignataire de navire";"M";False;"100k +";"Commercial";"z_SUV";0;9;"Highly Urban/ Urban";2022-04-04 21:09:56,000;"complet";"dev_integral";"25 - 40";"200 - 299"
357;"auteur-compositeur interprète interprète";"F";False;"0 - 20 k";"Private";"z_SUV";0;25;"Highly Urban/ Urban";2022-04-14 07:57:49,000;"complet";"dev_integral";"40 - 60";"200 - 299"
385;"biologiste médical";"M";False;"60k - 80k";"Commercial";"z_SUV";0;11;"Highly Urban/ Urban";2022-05-06 19:13:16,000;"complet";"dev_integral";"";"200 - 299"
388;"ingénieur études et développement en logiciels de simulation";"F";False;"0 - 20 k";"Private";"Pickup";0;14;"Highly Urban/ Urban";2022-03-06 03:04:38,000;"complet";"dev_integral";"80";"200 - 299"
406;"guide-conférencier";"F";False;"40k - 60k";"Private";"Minivan";0;7;"Highly Urban/ Urban";2022-04-09 17:13:23,000;"complet";"dev_integral";"";"200 - 299"
407;"chargé des relations publiques";"F";False;"60k - 80k";"Commercial";"z_SUV";0;8;"Highly Urban/ Urban";2022-02-04 22:31:43,000;"complet";"dev_integral";"18 - 25";"200 - 299"
415;"façadier";"M";False;"80k - 100k";"Commercial";"Pickup";0;16;"Highly Urban/ Urban";2022-02-14 23:26:36,000;"complet";"dev_integral";"60 - 80";"200 - 299"
432;"assistant en architecture";"F";False;"0 - 20 k";"Commercial";"Pickup";0;17;"Highly Urban/ Urban";2022-01-22 15:35:39,000;"complet";"dev_integral";"80";"200 - 299"
439;"visiteur médical médicale";"F";False;"0 - 20 k";"Private";"Sports Car";0;9;"Highly Urban/ Urban";2022-01-07 04:46:30,000;"complet";"dev_integral";"40 - 60";"200 - 299"
455;"gendarme";"F";False;"80k - 100k";"Commercial";"Pickup";0;0;"Highly Urban/ Urban";2022-03-11 14:38:24,000;"complet";"dev_integral";"25 - 40";"200 - 299"
458;"technicien d'essais";"M";False;"100k +";"Private";"Pickup";0;1;"Highly Urban/ Urban";2022-03-01 15:58:26,000;"complet";"dev_integral";"25 - 40";"200 - 299"
476;"chef de projet éolien";"M";False;"100k +";"Commercial";"Panel Truck";0;18;"Highly Urban/ Urban";2022-04-12 00:22:50,000;"complet";"dev_integral";"25 - 40";"200 - 299"
484;"expert en assurances";"F";False;"0 - 20 k";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-05-26 01:21:38,000;"complet";"dev_integral";"";"200 - 299"
506;"psychanalyste";"M";False;"0 - 20 k";"Commercial";"Minivan";0;8;"Highly Urban/ Urban";2022-03-17 06:05:38,000;"complet";"dev_integral";"40 - 60";"200 - 299"
547;"syndic de copropriété";"F";False;"60k - 80k";"Private";"Sports Car";0;9;"Highly Urban/ Urban";2022-01-30 11:38:07,000;"complet";"dev_integral";"60 - 80";"200 - 299"
563;"chef de station de traitement des eaux";"F";False;"0 - 20 k";"Private";"Van";0;1;"Highly Urban/ Urban";2022-01-01 20:24:55,000;"complet";"dev_integral";"18 - 25";"200 - 299"
567;"directeur d'hôpital";"F";False;"100k +";"Private";"Pickup";0;15;"Highly Urban/ Urban";2022-03-09 09:41:41,000;"complet";"dev_integral";"80";"200 - 299"
575;"chef de rayon";"F";False;"60k - 80k";"Private";"Pickup";0;15;"Highly Urban/ Urban";2022-05-23 03:01:32,000;"complet";"dev_integral";"60 - 80";"200 - 299"
622;"administrateur de biens";"M";False;"100k +";"Private";"Pickup";0;10;"Highly Urban/ Urban";2022-05-23 23:35:14,000;"complet";"dev_integral";"18 - 25";"200 - 299"
636;"agent immobilier immobilière";"F";False;"20k - 40k";"Private";"z_SUV";0;1;"z_Highly Rural/ Rural";2022-02-07 21:25:28,000;"complet";"dev_integral";"60 - 80";"200 - 299"
641;"libraire";"F";False;"20k - 40k";"Private";"z_SUV";0;1;"z_Highly Rural/ Rural";2022-01-17 23:45:07,000;"complet";"dev_integral";"25 - 40";"200 - 299"
716;"dépanneur en électroménager";"M";False;"100k +";"Private";"Sports Car";0;11;"Highly Urban/ Urban";2022-04-29 21:33:44,000;"complet";"dev_integral";"25 - 40";"200 - 299"
722;"assistant commercial commerciale";"M";False;"0 - 20 k";"Private";"Van";0;9;"Highly Urban/ Urban";2022-05-26 21:07:04,000;"complet";"dev_integral";"80";"200 - 299"
731;"chargé hygiène sécurité environnement (HSE)";"M";False;"40k - 60k";"Commercial";"Sports Car";0;1;"Highly Urban/ Urban";2022-01-30 08:56:36,000;"complet";"dev_integral";"";"200 - 299"
766;"comédien";"F";False;"60k - 80k";"Private";"Minivan";0;9;"Highly Urban/ Urban";2022-03-05 18:04:15,000;"complet";"dev_integral";"40 - 60";"200 - 299"
770;"responsable de plate-forme biotechnologique";"M";False;"40k - 60k";"Commercial";"Pickup";0;19;"Highly Urban/ Urban";2022-05-14 21:13:43,000;"complet";"dev_integral";"40 - 60";"200 - 299"
791;"chargé d'études naturalistes";"F";False;"100k +";"Private";"Minivan";0;10;"Highly Urban/ Urban";2022-04-30 23:07:19,000;"complet";"dev_integral";"40 - 60";"200 - 299"
801;"miroitier";"F";False;"0 - 20 k";"Private";"z_SUV";0;1;"Highly Urban/ Urban";2022-01-21 20:31:42,000;"complet";"dev_integral";"";"200 - 299"
847;"modéliste";"F";False;"0 - 20 k";"Private";"Sports Car";0;6;"Highly Urban/ Urban";2022-04-21 14:09:28,000;"complet";"dev_integral";"60 - 80";"200 - 299"
864;"contrôleur aérien aérienne";"M";False;"20k - 40k";"Commercial";"z_SUV";0;7;"Highly Urban/ Urban";2022-03-01 05:37:07,000;"complet";"dev_integral";"60 - 80";"200 - 299"
881;"convoyeur de fonds";"F";False;"0 - 20 k";"Private";"Minivan";0;1;"z_Highly Rural/ Rural";2022-02-28 13:38:37,000;"complet";"dev_integral";"60 - 80";"200 - 299"
887;"neurobiologiste";"F";False;"60k - 80k";"Private";"Minivan";0;0;"Highly Urban/ Urban";2022-01-23 05:09:24,000;"complet";"dev_integral";"60 - 80";"200 - 299"
923;"technicien des industries du verre";"F";False;"80k - 100k";"Commercial";"Panel Truck";0;6;"Highly Urban/ Urban";2022-02-28 13:20:52,000;"complet";"dev_integral";"40 - 60";"200 - 299"
927;"attaché de recherche clinique (ARC)";"M";False;"20k - 40k";"Private";"Minivan";0;0;"Highly Urban/ Urban";2022-05-03 10:57:21,000;"complet";"dev_integral";"18 - 25";"200 - 299"
938;"psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle";"M";False;"100k +";"Private";"Minivan";0;19;"Highly Urban/ Urban";2022-01-22 04:31:37,000;"complet";"dev_integral";"40 - 60";"200 - 299"
956;"opérateur sur machine à commande numérique";"M";False;"20k - 40k";"Private";"Sports Car";0;1;"Highly Urban/ Urban";2022-03-31 19:33:46,000;"complet";"dev_integral";"40 - 60";"200 - 299"
978;"psychologue de l'Éducation nationale spécialité éducation, développement et apprentissages";"F";False;"0 - 20 k";"Private";"Minivan";0;1;"Highly Urban/ Urban";2022-03-15 01:06:57,000;"complet";"dev_integral";"40 - 60";"200 - 299"
981;"généalogiste";"F";False;"80k - 100k";"Private";"Sports Car";0;15;"Highly Urban/ Urban";2022-03-03 16:50:06,000;"complet";"dev_integral";"60 - 80";"200 - 299"
995;"auditeur externe";"F";False;"20k - 40k";"Private";"z_SUV";0;12;"Highly Urban/ Urban";2022-04-23 08:07:41,000;"complet";"dev_integral";"40 - 60";"200 - 299"
1024;"vendeur-magasinier en fournitures automobiles";"M";False;"0 - 20 k";"Commercial";"Pickup";0;8;"z_Highly Rural/ Rural";2022-01-21 17:55:18,000;"complet";"dev_integral";"40 - 60";"200 - 299"
1026;"maraîcher";"F";False;"20k - 40k";"Private";"Minivan";0;1;"Highly Urban/ Urban";2022-04-25 21:28:55,000;"complet";"dev_integral";"25 - 40";"200 - 299"
1027;"géochimiste";"M";False;"100k +";"Private";"z_SUV";0;15;"Highly Urban/ Urban";2022-03-05 04:31:04,000;"complet";"dev_integral";"80";"200 - 299"
1032;"secrétaire";"F";False;"0 - 20 k";"Commercial";"Panel Truck";0;9;"z_Highly Rural/ Rural";2022-05-28 14:51:30,000;"complet";"dev_integral";"25 - 40";"200 - 299"
1052;"cordonnier";"F";False;"40k - 60k";"Private";"Sports Car";0;1;"Highly Urban/ Urban";2022-03-05 22:31:37,000;"complet";"dev_integral";"60 - 80";"200 - 299"
1091;"sellier";"M";False;"40k - 60k";"Private";"z_SUV";0;10;"Highly Urban/ Urban";2022-01-04 05:01:38,000;"complet";"dev_integral";"";"200 - 299"
1118;"comédien";"M";False;"40k - 60k";"Private";"z_SUV";0;7;"Highly Urban/ Urban";2022-03-07 18:50:04,000;"complet";"dev_integral";"25 - 40";"200 - 299"
9;"officier de gendarmerie";"M";False;"100k +";"Private";"Minivan";0;14;"Highly Urban/ Urban";2022-01-29 10:17:49,000;"complet";"dev_premium";"60 - 80";"300 - 399"
12;"coordonnateur d'études cliniques";"M";False;"20k - 40k";"Private";"z_SUV";0;1;"Highly Urban/ Urban";2022-01-27 09:33:29,000;"complet";"dev_premium";"";"300 - 399"
23;"chargé des relations publiques";"F";False;"0 - 20 k";"Commercial";"Van";0;7;"Highly Urban/ Urban";2022-05-16 02:39:00,000;"complet";"dev_premium";"18 - 25";"300 - 399"
30;"agronome";"F";False;"100k +";"Private";"z_SUV";0;17;"Highly Urban/ Urban";2022-02-12 20:23:14,000;"complet";"dev_premium";"";"300 - 399"
56;"sapeur-pompier";"M";False;"60k - 80k";"Private";"Van";0;13;"Highly Urban/ Urban";2022-01-05 09:29:53,000;"complet";"dev_premium";"40 - 60";"300 - 399"
110;"consultant en solutions intégrées";"M";False;"0 - 20 k";"Private";"z_SUV";0;9;"Highly Urban/ Urban";2022-04-29 08:01:10,000;"complet";"dev_premium";"80";"300 - 399"
115;"responsable e-CRM";"F";False;"80k - 100k";"Private";"z_SUV";0;14;"Highly Urban/ Urban";2022-01-18 01:43:26,000;"complet";"dev_premium";"40 - 60";"300 - 399"
184;"éducateur de jeunes enfants";"F";False;"100k +";"Private";"Van";0;10;"Highly Urban/ Urban";2022-01-12 23:08:43,000;"complet";"dev_premium";"80";"300 - 399"
229;"conseiller en assurances";"F";False;"0 - 20 k";"Private";"Minivan";0;1;"Highly Urban/ Urban";2022-03-18 03:20:11,000;"complet";"dev_premium";"60 - 80";"300 - 399"
