id;code_dep_code_com;no_voie;b_t_q;type_voie;voie;surface_carrez;surface_reelle;nb_pieces;type_local
363;49 - 7;99;;RUE;DE LA MADELEINE;21,62;20;1;Appartement
364;49 - 99;1;;;LE CARRE DES TOILES;39,78;40;2;Appartement
365;50 - 147;72;;RUE;SAINT PIERRE;59,19;59;2;Appartement
366;51 - 108;2;;RUE;DES AUGUSTINS;31,79;30;1;Appartement
367;51 - 230;1;;PL;CARNOT;43,85;44;2;Appartement
368;54 - 263;17;;RUE;DU BOUCAU;58,53;56;3;Appartement
369;56 - 23;3;;IMP;DU RAIL;38,01;38;2;Appartement
370;60 - 342;324;;RUE;DE LA REPUBLIQUE;43,84;44;2;Appartement
371;60 - 513;2;B;RUE;DES CLIGNETTES;64,45;80;4;Appartement
372;62 - 893;1;;RUE;SAINT EXUPERY;87,68;82;4;Maison
373;64 - 102;2;;ALL;DE LA GRAVIERE;54,68;54;2;Appartement
374;69 - 89;9;B;CHE;DU LOUP;60,77;61;3;Appartement
375;69 - 176;18;B;RUE;DU PERRON;104,11;102;4;Maison
376;69 - 264;437;;RUE;DE THIZY;56,02;57;3;Appartement
377;69 - 381;14;;RUE;IMBERT COLOMES;28,17;54;3;Appartement
378;69 - 383;6;;RUE;ROUX SOIGNAT;49,13;52;1;Appartement
379;69 - 384;49;;RUE;EUGENE PONS;51,01;52;2;Appartement
380;72 - 181;15;;PL;EDOUARD DE LA BOUSSINIERE;20,92;21;1;Appartement
381;73 - 257;5669;H;;IMM ARCELLE 1;30,84;27;2;Appartement
382;74 - 236;448;;AV;DU MONT PACCARD;16,7;25;2;Appartement
383;74 - 311;116;;RUE;DE L AUTOMNE;47,17;47;2;Appartement
384;75 - 103;7;;RUE;NOTRE DAME DE NAZARETH;27,37;26;2;Appartement
385;75 - 103;67;;RUE;DE BRETAGNE;26,43;11;1;Appartement
386;75 - 104;22;;RUE;DU TEMPLE;34,6;27;2;Appartement
387;75 - 105;9;;RUE;LARREY;27,01;26;1;Appartement
388;75 - 106;1;;RUE;HUYSMANS;29,5;29;1;Appartement
389;75 - 106;62;;RUE;SAINT PLACIDE;110,09;109;5;Appartement
390;75 - 106;66;;RUE;DE RENNES;165,15;163;5;Appartement
391;75 - 106;45;;RUE;BONAPARTE;78,83;79;3;Appartement
392;75 - 106;27;;RUE;DES SAINTS PERES;48,96;52;2;Appartement
393;75 - 110;139;;RUE;DU FBG SAINT DENIS;36,47;29;2;Appartement
394;75 - 110;32;;RUE;DES PETITS HOTELS;49,6;50;2;Appartement
395;75 - 110;25;;PAS;DUBAIL;69,08;71;3;Appartement
396;75 - 110;13;;BD;DE LA VILLETTE;50,78;48;3;Appartement
397;75 - 111;6;;RUE;DE NEMOURS;18,21;23;1;Appartement
398;75 - 111;15;;BD;RICHARD LENOIR;130,65;135;5;Appartement
399;75 - 111;4;;RUE;MAILLARD;53,8;53;3;Appartement
400;75 - 111;4;;RUE;MAILLARD;31,48;32;2;Appartement
401;75 - 111;9;;RUE;DES BOULETS;26,98;23;2;Appartement
402;75 - 112;11;;AV;DU BEL AIR;64,38;57;3;Appartement
403;75 - 112;16;;RUE;LACUEE;48,65;50;2;Appartement
404;75 - 113;120;;RUE;DU MOULIN DES PRES;47,03;51;2;Appartement
405;75 - 114;45;;RUE;BOULARD;52,28;31;3;Appartement
406;75 - 114;41;;RUE;JONQUOY;77,97;75;4;Appartement
407;75 - 114;12;;RUE;JONQUOY;54,56;50;3;Appartement
408;75 - 115;10;;RUE;FIRMIN GILLOT;10,8;12;1;Appartement
409;75 - 115;37;;RUE;FONDARY;55,63;62;3;Appartement
410;75 - 116;36;;AV;GEORGES MANDEL;360,95;357;8;Appartement
411;75 - 116;15;;RUE;DUFRENOY;30,02;27;1;Appartement
412;75 - 117;11;;RUE;DE L ARC DE TRIOMPHE;50,22;55;2;Appartement
413;75 - 117;132;;RUE;DE TOCQUEVILLE;28,35;14;1;Appartement
414;75 - 117;32;;RUE;LEGENDRE;48,88;50;3;Appartement
415;75 - 117;17;;RUE;DE CHEROY;131,25;135;7;Appartement
416;75 - 117;7;;RUE;NOLLET;39,34;42;3;Appartement
417;75 - 117;3;;RUE;BRIDAINE;22,84;22;1;Appartement
418;75 - 117;98;;RUE;NOLLET;83,25;80;4;Appartement
419;75 - 118;75;;RUE;DOUDEAUVILLE;13,15;11;1;Appartement
420;75 - 120;37;;RUE;DE LA PLAINE;46,01;48;2;Appartement
421;77 - 61;2;;SQ;BRUSSEAU;39,6;52;2;Appartement
422;77 - 79;24;;RUE;GRANDE;45,45;46;2;Appartement
423;77 - 118;1;;RUE;DE BOURGOGNE;60,7;60;3;Appartement
424;77 - 284;3;;PL;PAUL EMILE VICTOR;55,2;55;3;Appartement
425;77 - 285;120;;ALL;DE PLEIN CIEL;100,8;100;5;Appartement
426;77 - 288;41;;BD;DE L ALMONT;25,45;25;1;Appartement
427;77 - 307;38;;RUE;DE LA CHARBONNIERE;40,35;40;1;Appartement
428;77 - 419;5929;B;CITE;DES GUETTES;99,42;99;4;Appartement
429;77 - 450;17;;RUE;DE LA MARNE;118,56;107;5;Maison
430;77 - 487;4;;;RES LA FONTAINE SAINT MARC;66,42;67;3;Appartement
431;78 - 146;2;;QUAI;DE L AMIRAL MOUCHEZ;75,16;75;3;Appartement
432;78 - 165;1;;AV;MONTAIGNE;56,83;54;3;Appartement
433;78 - 358;57;;AV;DE SAINT GERMAIN;27,01;25;1;Appartement
434;78 - 358;57;;AV;DE SAINT GERMAIN;111;112;5;Appartement
435;78 - 372;26;;ALL;CLAUDE MONET;52,53;53;2;Appartement
436;78 - 382;22;;RUE;DU GEN DE GAULLE;55,03;65;4;Appartement
437;78 - 481;2;;AV;P MARTIN LUTHER KING;88,78;91;5;Appartement
438;78 - 586;6;;AV;JEAN JAURES;17,78;20;1;Appartement
439;78 - 646;3;;RUE;REMONT;98,99;110;5;Maison
440;80 - 21;23;;RUE;SAINT GERMAIN;19,97;20;1;Appartement
441;80 - 228;77;;RUE;DE MAYOCQ;87,02;85;4;Maison
442;82 - 121;30;;RUE;DE LA COMEDIE;48,4;52;2;Appartement
443;83 - 9;183;;BD;DE PIERREPLANE;25,29;26;1;Appartement
444;83 - 112;22;;AV;DU PORT;68,46;70;3;Appartement
445;83 - 137;184;;AV;DU CARMEL;57,68;51;3;Appartement
446;84 - 31;57;;RUE;DU DOC PACCARD;63,17;79;3;Appartement
447;85 - 164;27;;BD;DE L'OCEAN;52,9;52;3;Appartement
448;87 - 85;22;;RUE;PIERRE LEROUX;44,4;44;2;Appartement
449;87 - 161;636;;;CITE DU DOCTEUR BARRIERE;65,74;56;3;Appartement
450;88 - 160;10;;RUE;MARIE MARVINGT;61,74;64;3;Appartement
451;88 - 181;15;;RUE;DES AULNES;70,19;49;3;Appartement
452;91 - 86;4;D;RUE;CAROLINE RIER;66,05;66;3;Appartement
453;91 - 156;2;;RUE;DES FRANCS BOURGEOIS;89,43;89;5;Maison
454;91 - 174;38;;BD;DE FONTAINEBLEAU;71,64;69;3;Appartement
455;91 - 326;69;;AV;DES FAUVETTES;107,15;109;5;Maison
456;92 - 2;34;;AV;FRANCOIS MOLE;87,01;96;4;Appartement
457;92 - 4;49;;AV;D ARGENTEUIL;52,9;53;3;Appartement
458;92 - 4;81;;RUE;DU BAC;63,2;60;3;Appartement
459;92 - 4;97;;RUE;DU CHATEAU;122,8;75;5;Maison
460;92 - 4;21;;AV;DE LA REDOUTE;53,39;52;2;Appartement
461;92 - 4;10;;RUE;GEORGES GUYNEMER;25,5;27;1;Appartement
462;92 - 9;221;;AV;D ARGENTEUIL;27,73;22;2;Appartement
463;92 - 9;35;;RUE;RASPAIL;56,21;50;3;Appartement
464;92 - 12;867;;CRS;AQUITAINE;96,33;93;4;Appartement
465;92 - 12;56;;BD;DE LA REPUBLIQUE;49,42;50;2;Appartement
466;92 - 12;2;;RUE;DE L ANCIENNE MAIRIE;51,34;50;2;Appartement
467;92 - 12;35;;BD;D AUTEUIL;149,71;148;5;Appartement
468;92 - 24;10;;AV;ANATOLE FRANCE;44,5;44;2;Appartement
469;92 - 32;3;;RUE;DES ROSES;23,95;20;1;Appartement
470;92 - 36;13;;RUE;VILLEBOIS MAREUIL;76,07;75;3;Maison
471;92 - 40;12;;RUE;DES ACACIAS;70;55;3;Maison
472;92 - 44;136;;RUE;ARISTIDE BRIAND;66,05;65;3;Appartement
473;92 - 44;5;;RUE;BARBES;85,07;84;4;Appartement
474;92 - 48;15;;RUE;BANES;58,94;59;3;Appartement
475;92 - 50;17;T;RUE;SADI CARNOT;30,52;45;3;Appartement
476;92 - 50;20;;RUE;DE ZILINA;71,62;68;3;Appartement
477;92 - 51;7;;ALL;D ORLEANS;48,65;40;3;Appartement
478;92 - 51;11;;RUE;DU GAL H BERTIER;122,79;130;4;Appartement
479;92 - 60;119;;AV;EDOUARD HERRIOT;68,51;67;3;Appartement
480;92 - 62;8;;RUE;LUCIEN VOILIN;23,28;22;1;Appartement
481;92 - 63;115;;RUE;ESTIENNE D ORVES;22,51;22;1;Appartement
482;92 - 72;9;;RUE;CROIX BOSSET;53,68;53;2;Appartement
483;92 - 73;101;;RUE;DES CHENES;88,9;87;4;Maison
484;93 - 6;23;;AV;DE LA REPUBLIQUE;64,41;60;4;Appartement
485;93 - 45;98;;AV;PASTEUR;21,28;21;1;Appartement
486;93 - 45;71;;RUE;DE ROMAINVILLE;49,28;48;3;Appartement
487;93 - 48;137;B;RUE;DE PARIS;64,41;48;3;Appartement
488;93 - 48;13;;RUE;DES ORMES;82,56;83;4;Appartement
489;93 - 72;4;;ALL;PAUL LANGEVIN;73,6;73;4;Appartement
490;93 - 73;8;;ALL;JOHANNES KEPLER;93,49;93;5;Appartement
491;94 - 2;20;;RUE;FELIX EBOUE;72,52;75;4;Maison
492;94 - 2;49;;RUE;MARCEL BOURDARIAS;59,69;57;3;Appartement
493;94 - 4;9002;;RES;L ANGEVINE 2;85,22;84;4;Appartement
494;94 - 18;197;;RUE;DE PARIS;34,92;34;2;Appartement
495;94 - 22;25;;RUE;JULES VALLES;49,45;31;1;Maison
496;94 - 28;1;;RUE;MARIN LA MESLEE;81,95;82;4;Appartement
497;94 - 37;18;;AV;JEAN JAURES;68,12;68;3;Appartement
498;94 - 41;8;;RUE;EMILE BLIN;20,5;25;1;Appartement
499;94 - 43;5;;RUE;GEORGES POMPIDOU;26,72;28;1;Appartement
500;94 - 44;9001;;;RES VERDUN LECLERC;41,7;39;2;Appartement
501;94 - 44;13;;PL;LOUIS ARAGON;63,77;63;3;Appartement
502;94 - 52;7;;RUE;DU MARECHAL VAILLANT;44,04;52;3;Appartement
503;94 - 52;49;;RUE;PAUL BERT;28,5;28;1;Appartement
504;94 - 60;39;;AV;DE BRETAGNE;94,35;81;5;Maison
505;94 - 60;4;;RUE;RENARD;77,15;77;4;Appartement
506;94 - 60;26;;RUE;JEAN JAURES;72,75;72;4;Appartement
507;94 - 68;13;;AV;DES ARTS;304,8;300;9;Maison
508;94 - 74;7;;RUE;ELSA TRIOLET;82,21;86;4;Maison
509;94 - 78;25;;RUE;DE CROSNE;40,04;39;2;Appartement
510;94 - 80;33;;RUE;DE MONTREUIL;77,41;82;4;Appartement
511;94 - 80;16;;AV;DU GAL DE GAULLE;146,82;150;5;Appartement
512;95 - 39;;;RUE;PARMENTIER;41,75;45;3;Appartement
513;95 - 199;27;;RUE;ALBERT MEUNIER;56,91;61;3;Appartement
514;95 - 219;3;;ALL;CHARLES PEGUY;69,31;70;3;Appartement
515;95 - 306;1;;AV;FOCH;80,28;94;4;Appartement
516;95 - 527;;;;DERRIERE LES TOURNELLES;77,7;78;4;Maison
517;01 - 33;39;;RUE;BUFFON;108,65;91;4;Appartement
518;01 - 258;151;;RTE;DE BELLEVILLE;86,8;90;3;Appartement
519;01 - 354;8;;RUE;DE GENEVE;52,58;52;2;Appartement
520;03 - 190;22;;RUE;DE LA FRATERNITE;34,9;38;1;Appartement
521;06 - 4;10;;RUE;SAINT ANTOINE;22,47;23;2;Appartement
522;06 - 12;4;;AV;CAMILLE BLANC;47,42;47;2;Appartement
523;06 - 29;4;;RUE;DE STALINGRAD;66,12;67;1;Appartement
524;06 - 29;59;;AV;DU MARECHAL JUIN;67,99;70;2;Appartement
525;06 - 33;12;;BD;DE LA REPUBLIQUE;59,74;62;3;Appartement
526;06 - 83;124;;PROM;VAL DU CAREI;46,66;46;2;Appartement
527;06 - 83;1;;AV;DE VERDUN;42,84;42;2;Appartement
528;06 - 92;5277;;;LE VILLAGE;22,71;25;1;Appartement
529;07 - 19;85;;RTE;DE VALS;59,05;62;3;Appartement
530;07 - 42;9004;;CITE;DE LA SOUBEYRANNE;85,93;86;5;Appartement
531;07 - 42;9004;;CITE;DE LA SOUBEYRANNE;69,46;71;4;Appartement
532;07 - 304;5638;;RES;HAMEAU LES FALAISES;28,52;29;2;Appartement
533;11 - 262;3;;RUE;JEAN JAURES;27,76;48;1;Appartement
534;11 - 266;159;;RES;HORIZON;21,51;22;2;Appartement
535;13 - 22;27;;AV;MARECHAL FOCH;50,43;35;2;Appartement
536;13 - 119;9012;;MAIL;LE MAIL;64,3;65;3;Appartement
537;13 - 201;57;;RUE;ADOLPHE THIERS;53,66;54;3;Appartement
538;13 - 201;44;;RUE;CURIOL;20,37;24;1;Appartement
539;13 - 202;46;;RUE;CHEVALIER PAUL;35,27;35;1;Appartement
540;13 - 204;13;;RUE;BERANGER;55,7;53;3;Appartement
541;13 - 204;77;;RUE;PAUTRIER;33,46;27;0;Appartement
542;13 - 207;16;;RUE;ROBERT;22,8;21;2;Appartement
543;13 - 208;89;;RUE;SAINT SEBASTIEN;51,43;51;1;Appartement
544;13 - 208;30;;RUE;DES MOUSSES;20,45;20;1;Appartement
545;13 - 208;14;;RUE;NEGRESKO;17,1;18;1;Appartement
546;13 - 208;9001;;CITE;LE CORBUSIER;103,14;96;4;Appartement
547;13 - 209;34;E;RUE;NICOLE ZEMMOUR;68,81;68;3;Appartement
548;13 - 209;296;;BD;ROMAIN ROLLAND;76,15;77;5;Appartement
549;13 - 210;25;;BD;BONIFAY;48,14;50;2;Appartement
550;13 - 210;46;;RUE;SAINTE BAUME;27,3;30;1;Appartement
551;13 - 213;49;;TSSE;DES BONNETS;67,2;68;4;Appartement
552;14 - 754;6412;;VC;RES LES MARINES;36,23;36;2;Appartement
553;19 - 31;48;;AV;EMILE ZOLA;27;25;1;Appartement
554;22 - 278;87;;RUE;DE GOUEDIC;36,08;35;2;Appartement
555;25 - 265;20;B;RUE;DE L ABREUVOIR;32;32;1;Appartement
556;26 - 58;15;;PAS;DU PALOMA;66,81;80;4;Appartement
557;26 - 281;28;;AV;DUCHESNE;73,65;75;4;Appartement
558;27 - 299;1;;RUE;DE LA LIBERATION;40,43;43;2;Appartement
559;28 - 85;6;;RUE;DES ECUYERS;32,2;34;2;Appartement
560;28 - 85;4;;RUE;CHAUVEAU LAGARDE;65,63;65;3;Appartement
561;28 - 134;106;;AV;DU GENERAL LECLERC;58,87;58;3;Appartement
562;30 - 189;14;;RUE;DE L ASPIC;42,47;43;2;Appartement
563;31 - 66;175;;CHE;DE LA DOUCE DAME;104,56;104;5;Maison
564;31 - 113;72;B;AV;SALVADOR ALLENDE;78,83;80;3;Appartement
565;31 - 555;2;;RUE;DES LOIS;68,06;85;3;Appartement
566;33 - 51;10;;RUE;MONTESQUIEU;42;42;2;Maison
567;33 - 63;16;;RUE;JULIE;51,43;47;2;Appartement
568;33 - 81;46;;RES;LE HAMEAU PIERRE FABRE;58,22;60;3;Appartement
569;33 - 249;20;;RUE;HIPPOLYTE GOURDON;86,01;80;4;Maison
570;33 - 281;100;;AV;DE LA LIBERATION;59,74;60;3;Appartement
571;33 - 522;232;;RUE;DE SUZON;21,55;22;1;Appartement
572;33 - 550;9001;;RES;SARCIGNAN;52,66;52;3;Appartement
573;34 - 108;86;;AV;D INGRIL;36,69;31;2;Appartement
574;34 - 301;19;;RUE;ARAGO;44,09;44;2;Appartement
575;34 - 301;17;;BD;JOLIOT CURIE;22,13;21;1;Appartement
576;37 - 261;25;;RUE;GALPIN THIOU;51,26;53;2;Appartement
577;38 - 185;22;;CHE;JESUS;18;19;0;Appartement
578;38 - 185;77;B;CRS;JEAN JAURES;73,12;68;3;Appartement
579;38 - 186;5383;;;LA VILLE;35,6;35;2;Appartement
580;38 - 229;4;;CHE;DE L HERMITAGE;132,05;141;4;Appartement
581;38 - 249;25;;ALL;DE LA DENT DE CROLLES;74,5;75;3;Appartement
582;38 - 249;220;;ALL;DE PRE MAYEN;42,06;42;2;Appartement
583;39 - 470;315;;RUE;DU CLOS CAPPERONY;23,57;23;2;Appartement
584;40 - 133;93;;AV;CHARLES DE GAULLE;23,53;24;1;Appartement
585;40 - 281;220;;CHE;DE LAREIGNE;42;42;2;Appartement
586;40 - 312;30;;RUE;ANDRE BOUILLAR;88,35;89;4;Appartement
587;42 - 218;5;;RUE;OLIVIER DE SERRES;74,57;74;3;Appartement
588;42 - 218;3;;RUE;DE TERRENOIRE;47,9;48;2;Appartement
589;44 - 109;8;;RUE;MARCEAU;69,11;67;4;Appartement
590;44 - 132;38;;BD;OCEANIDES;24,04;24;1;Appartement
591;44 - 162;1;;RUE;DE L ARDECHE;103,79;94;5;Appartement
592;44 - 162;6;;RUE;JEAN PAUL SARTRE;61,06;60;3;Appartement
593;45 - 75;2;;RUE;DES PERVENCHES;69,81;69;4;Appartement
594;45 - 258;4;T;RUE;DUTHUARD;140;110;3;Appartement
595;49 - 7;11;;RUE;LOUIS GAIN;77,18;76;3;Appartement
596;49 - 7;48;;RUE;ST NICOLAS;82,6;77;4;Appartement
597;49 - 99;9;;AV;DE LA RICHARDIERE;53,6;50;2;Appartement
598;49 - 347;7;;MAIL;CLAUDE DEBUSSY;57;56;3;Appartement
599;51 - 454;43;;RUE;CHARLIER;74,15;75;3;Appartement
600;51 - 454;8;;RUE;RUE BERTRAND DE VOGUE;92,5;95;4;Appartement
601;53 - 62;11;;RUE;LUCRECE MERCIER;67,77;65;3;Appartement
602;53 - 73;10;;PL;DE L EGLISE;52,26;52;3;Appartement
603;59 - 220;3;B;RUE;DU COLOMBIER;58,27;57;3;Appartement
604;59 - 350;108;;RUE;SAINT ANDRE;133,89;134;5;Appartement
605;59 - 410;37;;RUE;JULES FERRY;32,69;33;1;Appartement
606;60 - 57;16;;RUE;D ALSACE;21,92;32;1;Appartement
607;62 - 604;150;;BD;DE LA MER;71,74;70;4;Appartement
608;66 - 4;;;RES;LES MARMOTTES;30,62;31;2;Appartement
609;69 - 78;34;;RTE;DE BORDEAUX;64,3;64;3;Appartement
610;69 - 81;2;;AV;RAYMOND DE VEYSSIERES;102,76;102;6;Appartement
611;69 - 143;15;;RUE;REY LORAS;53,05;52;2;Appartement
612;69 - 149;27;;RUE;DU PERRON;38,12;37;2;Appartement
613;69 - 149;26;;RUE;DIDEROT;46,65;46;2;Appartement
614;69 - 149;13;;RUE;BAUDIN;72;71;3;Appartement
615;69 - 382;30;;RUE;PALAIS GRILLET;29,02;31;1;Appartement
616;69 - 385;19;;QUAI;ROMAIN ROLLAND;143,12;139;3;Appartement
617;73 - 235;5168;;;IMM LE GRAND PIC;17,94;21;1;Appartement
618;73 - 306;5215;A;;TIGNY;42,3;39;2;Appartement
619;74 - 19;143;;IMP;DES VIGNES;46,28;46;2;Appartement
620;74 - 56;166;;AV;DE COURMAYEUR;33,66;37;2;Appartement
621;75 - 106;70;;BD;SAINT MICHEL;85,61;90;4;Appartement
622;75 - 107;34;;RUE;CLER;50,04;48;3;Appartement
623;75 - 109;10;;RUE;DE GRANGE BATELIERE;39,86;35;2;Appartement
624;75 - 110;41;;BD;DE LA VILLETTE;31,65;37;1;Appartement
625;75 - 111;59;;RUE;DE LA FONTAINE AU ROI;62,72;50;3;Appartement
626;75 - 113;79;;RUE;BRILLAT SAVARIN;30,81;32;2;Appartement
627;75 - 116;12;;BD;EXELMANS;40,8;41;1;Appartement
628;75 - 120;57;;RUE;PIXERECOURT;55,23;85;3;Appartement
629;77 - 53;8;;RUE;PARC DE L'EPINETTE;71,59;71;4;Appartement
630;77 - 259;15;;RUE;DU PRESBYTERE;60,22;60;3;Appartement
631;78 - 190;6;B;AV;DE WAILLY;23,62;23;1;Appartement
632;78 - 362;20;;RUE;DE DREUX;79,74;75;4;Appartement
633;78 - 401;39;;BD;THIERS;156,5;156;6;Maison
634;83 - 9;5;;RUE;DES JARDINS;84,28;90;2;Appartement
635;83 - 19;254;;AV;DE LA MER;15,86;15;1;Appartement
636;83 - 34;325;;RTE;DE LA BENOITE;87,49;64;3;Appartement
637;83 - 62;59;;AV;GABRIEL PERI;35,55;38;2;Appartement
638;83 - 69;11;;CHE;DU MARTINET;121,99;118;4;Appartement
639;83 - 130;8;;RUE;PIERRE BROSSOLETTE;56,15;61;3;Appartement
640;83 - 137;9001;;RES;ST MARC;81,5;84;4;Appartement
641;83 - 137;216;;RUE;LANGERON;97,04;50;2;Appartement
642;83 - 137;65;;BD;DES ACACIAS;65,4;69;3;Appartement
643;88 - 225;58;;RUE;DE LA XAVEE;73,78;74;4;Appartement
644;90 - 10;3;;RUE;DE BRASSE;34,48;34;2;Appartement
645;91 - 201;8;;RUE;DES ANEMONES;63,54;59;3;Appartement
646;91 - 425;1;B;RUE;PAUL FORT;25,35;29;1;Appartement
647;92 - 4;101;;RUE;DU CHATEAU;19,5;24;1;Appartement
648;92 - 12;91;;RUE;DU CHATEAU;61,23;63;3;Appartement
649;92 - 24;77;;RUE;MARTRE;16,98;17;1;Appartement
650;92 - 26;9;;AV;PUVIS DE CHAVANNES;59,72;59;3;Appartement
651;92 - 26;9;;RUE;DE LA MUTUALITE;33,58;34;2;Appartement
652;93 - 7;6;;AV;DE MONTCHANIN;53,1;54;3;Appartement
653;93 - 63;45;;RUE;DES NOYERS;67;67;3;Appartement
654;94 - 33;53;;AV;DE STALINGRAD;52,05;50;3;Appartement
655;94 - 68;17;;BD;MAURICE BERTEAUX;46,6;35;2;Appartement
656;94 - 68;16;B;AV;ALBERT 1ER;41,64;41;3;Appartement
657;94 - 69;149;;RUE;DU MARECHAL LECLERC;35,76;28;2;Appartement
658;94 - 80;6;;RUE;DE LA PAIX;36,15;37;2;Appartement
659;95 - 277;3;;RUE;GALANDE;37,23;36;2;Appartement
660;95 - 428;9;;RUE;DES CARRIERES;115,26;98;4;Appartement
661;01 - 143;58;;AV;DU MONT BLANC;130,8;130;6;Appartement
662;01 - 354;2;;RUE;DU RECULET;58,71;60;2;Appartement
663;06 - 27;2;;RUE;DES MURIERS;76,16;77;3;Appartement
664;06 - 29;5;;RUE;DU CANADA;83,21;96;4;Appartement
665;06 - 30;54;;RUE;VICTOR HUGO;29,07;25;1;Appartement
666;06 - 30;116;;BD;SADI CARNOT;90,45;105;4;Appartement
667;06 - 44;640;;CHE;DES CAILLADES;103,92;120;5;Appartement
668;06 - 88;29;;AV;VILLERMONT;69;36;3;Appartement
669;06 - 88;4;;AV;CYRNOS;47,5;62;3;Appartement
670;06 - 88;127;;PROM;DES ANGLAIS;52,8;42;1;Appartement
671;06 - 94;65;;AV;DE   VALBERG;63,15;75;3;Appartement
672;06 - 123;562;;CHE;DES RASCAS;66,02;65;3;Appartement
673;06 - 155;190;;RTE;DE CANNES;35,76;33;3;Appartement
674;06 - 161;280;;AV;DE LA BERMONE;26,71;27;1;Appartement
675;10 - 362;27;;RUE;PIERRE BROSSOLETTE;35,63;39;2;Appartement
676;10 - 387;4;;RUE;CHARBONNET;32,34;33;2;Appartement
677;11 - 144;9;;;LA PINEDE;37,12;36;2;Appartement
678;11 - 170;1;;RES;LA VOILE D'OC;32,53;45;3;Appartement
679;11 - 202;71;;RES;HAMEAU DES PECHEURS;24,61;30;2;Maison
680;11 - 262;12;;RUE;DU LUXEMBOURG;111,96;109;4;Appartement
681;11 - 262;10;;QUAI;VICTOR HUGO;34,34;34;1;Appartement
682;11 - 379;3;;RUE;DE SERIGNAN;33,08;44;2;Appartement
683;13 - 28;5000;;AV;ERNEST SUBILIA;28,34;28;2;Appartement
684;13 - 201;14;;PL;AUX HUILES;38,54;40;2;Appartement
685;13 - 202;6;;RUE;GUINTRAND;20,2;21;1;Appartement
686;13 - 204;29;;RUE;MARECHAL FAYOLLE;29,86;30;2;Appartement
687;13 - 205;23;;RUE;D ISLY;27,65;30;1;Appartement
688;13 - 208;30;;RUE;DES MOUSSES;50,32;50;2;Appartement
689;13 - 208;14;;RUE;NEGRESKO;69,32;69;3;Appartement
690;13 - 210;116;;BD;MIREILLE LAUZE;68,45;68;3;Appartement
691;13 - 210;147;;AV;DE LA TIMONE;68,89;70;3;Appartement
692;13 - 212;36;;AV;DE SAINT BARNABE;65,72;65;4;Appartement
693;13 - 215;2;;IMP;DU CHALET;125,85;106;2;Appartement
694;14 - 715;54;;RUE;G LE CONQUERANT;41,07;39;2;Appartement
695;18 - 279;14;;BD;DE LA LIBERTE;30,84;30;1;Appartement
696;29 - 19;9;;RUE;DU VERCORS;53,11;53;3;Appartement
697;29 - 232;38;;AV;DES GLENAN;84,69;81;5;Appartement
698;2A - 41;6572;;;ILE CAVALLO;87,16;89;4;Appartement
699;2A - 70;5163;;;TIUCCIA;37,78;38;2;Appartement
700;30 - 34;5;;RUE;D AUVERGNE;45,23;47;3;Appartement
701;30 - 133;2;;AV;LE CENTURION;26,4;27;2;Appartement
702;33 - 9;24;;AV;REGNAULD;31,12;31;1;Appartement
703;33 - 9;6;;AV;DU PARC;52;64;3;Appartement
704;33 - 63;26;;RUE;BONGRAND;18,52;39;1;Appartement
705;33 - 80;267;;RUE;TRUCHON;47,34;46;2;Appartement
706;33 - 96;14;;RUE;ANDRE MALRAUX;103,36;81;4;Maison
707;33 - 167;18;;ALL;DES GRIVES;66,02;66;3;Maison
708;33 - 312;3;;RUE;SIMONE VEIL;43,69;44;2;Appartement
709;33 - 522;9001;;RES;FORTUNIO;62,84;63;3;Appartement
710;34 - 333;11;;CLOS;DE VIC;29,6;35;3;Maison
711;35 - 32;19;;RUE;JOSEPH PANAGET;62,91;62;3;Appartement
712;37 - 122;4;;RUE;FRANCIS POULENC;57,03;58;3;Appartement
713;38 - 185;52;;RUE;DE STALINGRAD;88,21;87;4;Appartement
714;38 - 421;13;;RUE;ANTOINE POLOTTI;83,63;83;4;Appartement
715;38 - 421;9;;RUE;ANNE FRANK;47,67;47;2;Appartement
716;40 - 46;54;;RUE;PEYCHAN;70,21;81;4;Appartement
717;40 - 192;4;;PL;PORTE CAMPET;94;120;4;Appartement
718;40 - 326;154;;ALL;DU REGAIN;60,65;63;3;Appartement
719;44 - 69;6;;RUE;DU CHATEAU GAILLARD;51,17;52;3;Appartement
720;44 - 74;3;B;RUE;DES PATURES;29,94;35;1;Appartement
721;44 - 201;57;;RUE;DES SANSONNETS;45,95;45;2;Maison
722;45 - 232;227;;RUE;DE L ARDOUX;23,84;24;1;Appartement
723;45 - 232;123;;AV;SAINT MICHEL;116,72;109;4;Maison
724;45 - 234;11;;RUE;DES TROIS MARIES;16,24;83;4;Appartement
725;45 - 285;21;;RUE;DE LA BUTTE;73,01;86;3;Maison
726;49 - 7;16;;RUE;GARNIER;28,65;29;1;Appartement
727;49 - 15;2;;AV;JEAN LURCAT;69,08;70;3;Appartement
728;51 - 108;30;;RUE;DU GENERAL COMPERE;25,53;26;1;Appartement
729;51 - 573;13;;RUE;ARISTIDE BRIAND;38,35;39;2;Appartement
730;54 - 329;3;;PL;SAINT REMY;47,6;157;4;Appartement
731;56 - 83;13;;RUE;JOSEPH MARIETTE;36,13;32;2;Appartement
732;56 - 107;25;;RUE;DE QUEHELLO;39,56;39;2;Appartement
